role_id,role_display_name,metric_id,metric_name,domain,trust_level,headline_permitted,dimensions,date_field,permitted_conclusion,must_never_claim,conflict_ids,dq_ids,validation_reference
data_analyst,Data Analyst,M.PNL.001,P&L by month,Financial,SAFE,True,organization; property; tenant/allotment/bed; time (month),"entry_date, truncated to month","State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",C.012;C.013,DQ.015;DQ.033,"F.001 v_pnl, monthly rows (validated: REV.02/EXP.07 for the two halves; 0 VALUE mismatches across all 57 overlapping rows; monthly_validation/revenue_by_month.c"
data_analyst,Data Analyst,M.CASH.001,Cash balance,Financial,SAFE,True,organization; property; tenant/allotment/bed; account/COA,entry_date (not a filter for the current balance -- this is a running total),"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,,"F.011 v_org_cash_balance (not independently re-validated in this pass's scripts -- same construction pattern as M.DEP.001, which IS validated exactly; recommend"
data_analyst,Data Analyst,M.TB.001,Trial balance / accounting checks,Financial,SAFE,True,organization; tenant/allotment/bed; account/COA,Not applicable (all-time balance),"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",C.002,,"F.012 v_trial_balance (validated: LEDGER.04, exact match, 24/24 accounts, 0 mismatches); F.013 v_trial_balance_detailed (validated: LEDGER.07, exact total_debit"
data_analyst,Data Analyst,M.OCC.001,Current occupancy (5+ definitions),Operations,SHOW_BOTH,False,organization; property; tenant/allotment/bed; time (month),Not applicable for snapshot definitions (A-D); onboarding_date/actual_exit_date for Def E,Present every competing definition and the spread between them. May explain why they differ; may NOT select one.,"Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.006;C.007;C.008;C.009,DQ.004;DQ.005,"F.005 v_occupancy (validated: OCC.01-05, all exact matches, including the reproduced defect); H.012a-e (validated: OCC.06-08b, all exact matches); F.022 v_activ"
data_analyst,Data Analyst,M.OCC.002,Occupancy by property,Operations,SHOW_BOTH,False,organization; property; tenant/allotment/bed,Same as M.OCC.001,Present every competing definition and the spread between them. May explain why they differ; may NOT select one.,"Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.006;C.007;C.008;C.009,DQ.004;DQ.005,Identical to M.OCC.001 (single-property dataset).
data_analyst,Data Analyst,M.OCC.003,Occupancy by apartment,Operations,NOT_DETERMINABLE,False,organization; property; tenant/allotment/bed; time (month),"Window-bounded (p_from/p_to parameters, day-level)","State exactly: ""Not determinable from exported evidence."", plus what is missing.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: no estimate, no proxy metric, no zero-as-placeholder.",C.006;C.008,DQ.004,No exported output to validate against -- Not determinable from exported evidence whether a reconstruction matches production output.
data_analyst,Data Analyst,M.OCC.004,Occupancy by bed,Operations,NOT_DETERMINABLE,False,organization; property; tenant/allotment/bed,"onboarding_date, actual_exit_date, day-range window [p_from,p_to] clamped to LEAST(p_to, CURRENT_DATE)","State exactly: ""Not determinable from exported evidence."", plus what is missing.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: no estimate, no proxy metric, no zero-as-placeholder.",C.008,,No exported output exists for either function at the per-bed grain.
data_analyst,Data Analyst,M.TEN.001,Staying tenants,Operations,SAFE,True,organization; property; tenant/allotment/bed,Not applicable (current-state field),"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,DQ.003,"H.013 allotment_status_rollup (validated: OCC.13, exact match, 168)."
data_analyst,Data Analyst,M.TEN.002,On-Notice tenants,Operations,SAFE,True,organization; property; tenant/allotment/bed,Not applicable,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",C.009,DQ.005,"H.011/H.013 (validated: OCC.14, exact match, 7; OCC.03/05 confirm the downstream defect)."
data_analyst,Data Analyst,M.TEN.003,Booked beds,Operations,SAFE,True,organization; property; tenant/allotment/bed,Not applicable,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,,"F.022 v_active_tenants.booked_tenants (validated: OCC.11, exact match, 4); v_occupancy's booked column (validated: OCC construction consistent, 4)."
data_analyst,Data Analyst,M.OCC.005,Historical occupancy,Operations,SHOW_BOTH,False,organization; property; tenant/allotment/bed,"onboarding_date, actual_exit_date, window-bounded",Present every competing definition and the spread between them. May explain why they differ; may NOT select one.,"Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.006;C.008,DQ.004,"H.012e (194/203, cross-referenced in OCC printout, not independently re-derived as a day-weighted calc in this pass's scripts -- the bed-set-membership check (S"
data_analyst,Data Analyst,M.LIFE.001,Tenant lifecycle (staying_status sync),Operations,SAFE,True,organization; tenant/allotment/bed,created_at (tie-break only),"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,,"Not independently re-executed in this pass's scripts (the derivation is a row-level trigger rule, not an aggregate to compare against a view) -- confidence is f"
data_analyst,Data Analyst,M.LIFE.002,Move-ins,Operations,SAFE,True,organization; property; tenant/allotment/bed; time (month),onboarding_date,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,,"F.017 v_tenant_lifecycle_events (2204 rows, full population, exact SQL reproduced in business_logic.md 10.2; not independently re-executed as a row-count check "
data_analyst,Data Analyst,M.LIFE.003,Move-outs,Operations,SAFE,True,organization; property; tenant/allotment/bed; time (month),actual_exit_date,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,,Same as M.LIFE.002.
data_analyst,Data Analyst,M.LIFE.004,Exit reconciliation,Operations,SAFE,True,organization; property; tenant/allotment/bed,actual_exit_date,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",C.001,,"F.027 v_exit_reconciliation_worklist (45 rows; not independently re-executed as a full reconstruction in this pass's scripts given its 8-way join complexity, bu"
data_analyst,Data Analyst,M.MAINT.001,Maintenance volume,Operations,SAFE,True,organization; property; tenant/allotment/bed; time (month),created_at,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,DQ.027,"M.006 exact row count (1611, live table); H.019's 1613 figure (validated: MAINT.01/MAINT.01b, exact match AND mechanism proven)."
data_analyst,Data Analyst,M.MAINT.002,Maintenance cost (2 paths),Operations,SAFE,True,organization; property; tenant/allotment/bed; time (month),Path A: maintenance_tickets.created_at (ticket creation month). Path B: expenses.expense_date.,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",C.023,DQ.027;DQ.034,"F.015 v_maintenance_metrics (validated: MAINT.02, exact match Rs.28,796.00); F.016 v_maintenance_by_issue_type (validated: MAINT.03/04, exact match, 15 resolved"
data_analyst,Data Analyst,M.EB.001,EB/electricity usage and cost,Operations,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month),"electricity_readings.billing_month (TEXT, 'Mon-YY' format -- see Known limitations); eb_payments.bill_date (a real DATE ","State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",,DQ.021;DQ.028,"Format-mismatch fully re-verified in this pass (validate_eb.py EB.03-07, all exact matches to the 0%/100% pattern); eb_payments 2-month coverage re-verified (EB"
data_analyst,Data Analyst,M.EB.002,EB tenant allocation,Operations,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month),"billing_month (TEXT, 'Mon-YY' format -- same DQ.028 defect as M.EB.001)","State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",,DQ.028,"Formula verification (validated: EB.01/EB.02, both 801/801 exact matches -- upgraded from business_logic.md's original 5-row spot-check to a full-population pro"
data_analyst,Data Analyst,M.RISK.001,Outstanding dues,Risk & Data Quality,BLOCK,False,organization; property; tenant/allotment/bed,See M.AR.001A-D,"Explain why no single figure exists, present each definition separately, and surface the owner decision. May NOT state a headline figure.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.001;C.003;C.005,DQ.002;DQ.019,Same as M.AR.001A-D.
data_analyst,Data Analyst,M.RISK.002,Aging,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed,"CURRENT_DATE - entry_date (bucket boundary), entry_date (charge date itself)","State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",C.019,DQ.018;DQ.036,Not independently re-executed in this pass's scripts (a snapshot-dependent calculation cannot be meaningfully re-validated against a frozen export without first
data_analyst,Data Analyst,M.RISK.003,Deposit risk,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed,"Various (settlement_date, actual_exit_date)","State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",,DQ.011;DQ.012;DQ.035,"H.045 (validated: DEP.06, exact match, 32); H.046 (not independently re-executed as a full 3-way anomaly reconstruction in this pass's scripts, given its comple"
data_analyst,Data Analyst,M.RISK.004,Phantom deposits,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed,Not applicable (current-state check),"State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",,DQ.011;DQ.035,"H.045 v_diag_deposit_phantom (validated: DEP.06, exact match, 32 allotments); amount at risk (validated: DEP.07, Rs.722,700.00 -- a NEW figure, H.045 does not e"
data_analyst,Data Analyst,M.RISK.005,Duplicate invoices,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month),Not applicable to the grouping itself (billing_month is the grouping key),"State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",C.020,DQ.013,"H.055 duplicate_invoices (validated: DQ.013/DQ.013b in validate_data_quality.py, exact match, 322 groups / 356 excess rows -- independently re-derived from raw "
data_analyst,Data Analyst,M.RISK.006,Duplicate receipts,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed,"detected_at (single value, not a range)","State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",C.018;C.020,DQ.014,Not independently re-executed as a fresh detection pass in this pass's scripts (the 9-group/23-id/11-live cross-check was performed and confirmed during the con
data_analyst,Data Analyst,M.RISK.007,Overlapping allotments,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed,"onboarding_date, actual_exit_date","State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",,DQ.003,"H.056 overlapping_allotments (validated: DQ.003 in validate_data_quality.py, DIFFERS: 214 reconstructed vs 187 reference, ~14% higher, explained by boundary-con"
data_analyst,Data Analyst,M.RISK.008,Ledger/source reconciliation,Risk & Data Quality,DISCLOSE,True,organization; property; tenant/allotment/bed,See each component metric,"State the value, with the documented caveat carried alongside it.","Introduce a metric, dimension, or grouping the semantic layer does not already document. Additionally: the caveat may not be dropped for brevity.",C.014;C.015;C.016,DQ.006;DQ.007;DQ.008,"All three independently re-derived and exact-matched to H.001 in this pass (COLL.02, and the invoice/deposit equivalents referenced in M.INV.001/M.DEP.002)."
data_analyst,Data Analyst,M.RISK.009,Data-quality score / trust status,Risk & Data Quality,SAFE,True,tenant/allotment/bed,Not applicable,"State the value as the answer, with its evidence and validation status.","Introduce a metric, dimension, or grouping the semantic layer does not already document.",,,Self-validating: this document's closing summary counts are derived directly from metric_registry.csv.
business_analyst,Business Analyst,M.REV.001,"Revenue (total, ledger-derived)",Financial,SAFE,True,organization; property; tenant/allotment/bed; time (month); account/COA,journal_entries.entry_date (journal_lines carries this denormalised at export),"State the value as the answer, with its evidence and validation status.",Blend competing definitions into one business conclusion.,,,"F.001 v_pnl.revenue (validated: REV.01, exact match, Rs.72,705,593.43 both sides)"
business_analyst,Business Analyst,M.REV.002,Revenue by month,Financial,SAFE,True,organization; property; tenant/allotment/bed; time (month),"entry_date, truncated to calendar month","State the value as the answer, with its evidence and validation status.",Blend competing definitions into one business conclusion.,,,"F.001 v_pnl, monthly rows (validated: REV.02, 57 of 57 (property,month) rows match in VALUE exactly; monthly_validation/revenue_by_month.csv). Row-count differs"
business_analyst,Business Analyst,M.COL.001,Collections (application-level),Financial,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month),payment_date,"State the value, with the documented caveat carried alongside it.",Blend competing definitions into one business conclusion. Additionally: the caveat may not be dropped for brevity.,C.014,DQ.006;DQ.014,"No dedicated business view exists to validate the total against; validated instead against H.001's legacy_amount for receipts (COLL.01, exact match Rs.81,855,68"
business_analyst,Business Analyst,M.COL.002,Collections by month,Financial,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month),"payment_date, truncated to month","State the value, with the documented caveat carried alongside it.",Blend competing definitions into one business conclusion. Additionally: the caveat may not be dropped for brevity.,C.014,DQ.006;DQ.014,"No exported view; recorded as a first computation (monthly_validation/collections_by_month.csv, 46 months)."
business_analyst,Business Analyst,M.COL.003,Collections (ledger-derived),Financial,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month); account/COA,journal_entries.entry_date,"State the value, with the documented caveat carried alongside it.",Blend competing definitions into one business conclusion. Additionally: the caveat may not be dropped for brevity.,C.014,DQ.006;DQ.030,"No same-definition comparable reference is wired, so this metric is UNVERIFIED. COLL.02 (H.001 v_je_amount_reconciliation je_net_amount, Rs.87,196,482.59) is supporting evidence only and is NOT this metric's reference: H.001's own formula, CASE WHEN is_reversal_of IS NULL THEN debit ELSE -debit END, never subtracts anything because reversal lines carry credit and not debit, so it reports gross debit including reversed forwards. COLL.03 is a code-defect proof for DQ.030, also supporting evidence only. Live value of this metric: Rs.81,839,404.52."
business_analyst,Business Analyst,M.INV.001,Invoice billed amount,Financial,DISCLOSE,True,organization; property; tenant/allotment/bed; time (month),"COALESCE(invoice_date, (billing_month||'-01')::date, created_at::date) per get_universal_metrics; invoice_date alone for","State the value, with the documented caveat carried alongside it.",Blend competing definitions into one business conclusion. Additionally: the caveat may not be dropped for brevity.,C.015;C.020,DQ.007;DQ.013,"No single exported view sums invoices.total_amount alone; cross-checked against H.001's legacy_amount for invoices (Rs.72,405,785.40) and against v_je_amount_re"
business_analyst,Business Analyst,M.INV.002,Invoice count,Financial,DISCLOSE,True,organization; property; tenant/allotment/bed,invoice_date or billing_month depending on the question,"State the value, with the documented caveat carried alongside it.",Blend competing definitions into one business conclusion. Additionally: the caveat may not be dropped for brevity.,,DQ.013,H.035 (invoice_type_status_matrix) provides an independent breakdown by type/status/reference_type; total row count (5214) matches M.006's exact count directly.
business_analyst,Business Analyst,M.AR.001A,Tenant dues -- Def A: v_outstanding_receivables (reversals excluded),Financial,SHOW_BOTH,False,organization; property; tenant/allotment/bed; account/COA,entry_date (for last_charge_date/last_payment_date only; not a filter on the balance itself),Present every competing definition and the spread between them. May explain why they differ; may NOT select one.,"Blend competing definitions into one business conclusion. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.001;C.002;C.005,DQ.002;DQ.037,"F.006 v_outstanding_receivables (validated: AR.01, exact match Rs.83,297.85)."
business_analyst,Business Analyst,M.AR.001B,Tenant dues -- Def B: v_tenant_current_dues (reversals included),Financial,SHOW_BOTH,False,organization; property; tenant/allotment/bed; account/COA,"entry_date (for last_charge_date/last_payment_date, charge_count/payment_count)",Present every competing definition and the spread between them. May explain why they differ; may NOT select one.,"Blend competing definitions into one business conclusion. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.001;C.002;C.005,DQ.002;DQ.037,"F.007 v_tenant_current_dues (validated: AR.02, exact match Rs.83,297.85; AR.03 proves A==B for the total)."
business_analyst,Business Analyst,M.AR.001C,Tenant dues -- Def C: application tenant_allotments.balance_due,Financial,BLOCK,False,organization; property; tenant/allotment/bed,"Not applicable (a current-value column, not an event)","Explain why no single figure exists, present each definition separately, and surface the owner decision. May NOT state a headline figure.","Blend competing definitions into one business conclusion. Additionally: no single figure, no default definition, no average of the competing values, and no recommendation acting on a disputed number.",C.001;C.005,DQ.002;DQ.037,"No exported view/diagnostic pre-sums this column; summed directly in this pass (validate_receivables.py: Rs.1,009,125.78 over 97 allotments >0)."
