id,organization_id,role,module,can_create,can_read,can_update,can_delete,created_at,updated_at
b9b35de7-d0af-4286-94c8-f574efec4a7f,00000000-0000-0000-0000-000000000001,property_manager,Tenant Lifecycle,true,true,true,false,2026-04-04 05:32:14.545031+00,2026-04-08 09:09:48.468+00
0f0c5bca-9d5b-4133-be66-72dfad846d4c,00000000-0000-0000-0000-000000000001,property_manager,Assets,true,true,true,false,2026-04-04 05:32:15.23654+00,2026-04-08 09:09:49.004+00
deb74d6a-af00-43a0-9ff2-b65bf54d72ca,00000000-0000-0000-0000-000000000001,property_manager,Accounting,true,false,true,true,2026-04-04 05:32:15.977783+00,2026-04-08 09:09:49.595+00
b1a21a83-a652-4401-820c-a18d1388d211,00000000-0000-0000-0000-000000000001,property_manager,Electricity,true,true,true,false,2026-04-04 05:32:16.515008+00,2026-04-08 09:09:50.184+00
c199f612-59e6-442e-a886-7ab5770a035f,00000000-0000-0000-0000-000000000001,property_manager,Reports,true,false,true,true,2026-04-04 05:32:17.543353+00,2026-04-08 09:09:50.726+00
359de6f2-6a3a-40c9-b619-827d30cfdaaa,00000000-0000-0000-0000-000000000001,property_manager,Tickets,true,true,true,false,2026-04-04 05:32:18.082522+00,2026-04-08 09:09:51.259+00
49383ddb-db5e-4873-8f9b-c967a38509d0,00000000-0000-0000-0000-000000000001,property_manager,Settings,false,true,false,false,2026-04-04 05:32:18.608186+00,2026-04-08 09:09:51.813+00
4727acd5-53c5-4308-97d0-ee65f1d7e958,00000000-0000-0000-0000-000000000001,super_admin,Dashboard,true,true,true,true,2026-04-07 05:28:43.364616+00,2026-04-07 05:28:43.364616+00
59787353-3fe0-4323-9a69-b97bf8c46fde,00000000-0000-0000-0000-000000000001,super_admin,Properties,true,true,true,true,2026-04-07 05:28:44.015074+00,2026-04-07 05:28:44.015074+00
c7e63fa7-4dc2-44cb-ab61-a5b1edb8199e,00000000-0000-0000-0000-000000000001,super_admin,Tenants,true,true,true,true,2026-04-07 05:28:44.595692+00,2026-04-07 05:28:44.595692+00
de523b67-0f80-4f60-b170-cac9967d5a63,00000000-0000-0000-0000-000000000001,super_admin,Tenant Lifecycle,true,true,true,true,2026-04-07 05:28:45.217385+00,2026-04-07 05:28:45.217385+00
e8f75df0-d728-4d1e-89e5-9d4afe74e756,00000000-0000-0000-0000-000000000001,super_admin,Assets,true,true,true,true,2026-04-07 05:28:45.795679+00,2026-04-07 05:28:45.795679+00
2fd10e87-b3de-4e49-8781-688dd32e7e23,00000000-0000-0000-0000-000000000001,super_admin,Accounting,true,true,true,true,2026-04-07 05:28:46.347969+00,2026-04-07 05:28:46.347969+00
120c5c01-08ac-4190-b374-193c7884a849,00000000-0000-0000-0000-000000000001,super_admin,Electricity,true,true,true,true,2026-04-07 05:28:46.91762+00,2026-04-07 05:28:46.91762+00
2be83e91-f40e-4503-b8b2-13fef7300d8a,00000000-0000-0000-0000-000000000001,super_admin,Reports,true,true,true,true,2026-04-07 05:28:47.470323+00,2026-04-07 05:28:47.470323+00
53193e5e-b236-41db-8974-503dcf60a48e,00000000-0000-0000-0000-000000000001,super_admin,Tickets,true,true,true,true,2026-04-07 05:28:49.405861+00,2026-04-07 05:28:49.405861+00
f365a670-ed8a-413f-b68c-dad33b2da139,00000000-0000-0000-0000-000000000001,super_admin,Settings,true,true,true,true,2026-04-07 05:28:49.992871+00,2026-04-07 05:28:49.992871+00
bc6ea486-21c0-40da-92dd-705cb774b0c5,00000000-0000-0000-0000-000000000001,org_admin,Dashboard,true,true,true,true,2026-04-07 05:29:04.49904+00,2026-04-07 05:29:04.49904+00
0420fada-1290-43f9-a84f-15cc53d33ff9,00000000-0000-0000-0000-000000000001,org_admin,Properties,true,true,true,true,2026-04-07 05:29:05.43154+00,2026-04-07 05:29:05.43154+00
9b447536-22a4-44a5-b028-0065f8d95ad7,00000000-0000-0000-0000-000000000001,org_admin,Tenants,true,true,true,true,2026-04-07 05:29:06.2419+00,2026-04-07 05:29:06.2419+00
e1841801-aba3-485a-900f-2e238d532722,00000000-0000-0000-0000-000000000001,org_admin,Tenant Lifecycle,true,true,true,true,2026-04-07 05:29:06.908445+00,2026-04-07 05:29:06.908445+00
f4e97818-a8ec-437e-b1f5-8ea7264b3527,00000000-0000-0000-0000-000000000001,org_admin,Assets,true,true,true,true,2026-04-07 05:29:07.548528+00,2026-04-07 05:29:07.548528+00
3abddb6a-2083-460d-b1e3-7aa741d7bbfe,00000000-0000-0000-0000-000000000001,org_admin,Accounting,true,true,true,true,2026-04-07 05:29:08.156344+00,2026-04-07 05:29:08.156344+00
4e51c3e3-d2ae-45d0-a896-a0b8afcf5f0a,00000000-0000-0000-0000-000000000001,org_admin,Electricity,true,true,true,true,2026-04-07 05:29:08.775537+00,2026-04-07 05:29:08.775537+00
608d6ed1-9b7b-4f31-946e-b017c5a10f24,00000000-0000-0000-0000-000000000001,org_admin,Reports,true,true,true,true,2026-04-07 05:29:09.352468+00,2026-04-07 05:29:09.352468+00
46a70e26-f6bb-4442-83cd-0a0a80d2b04e,00000000-0000-0000-0000-000000000001,org_admin,Tickets,true,true,true,true,2026-04-07 05:29:09.906554+00,2026-04-07 05:29:09.906554+00
4d5c7a8a-3230-4105-b0f7-3cfe6a4f6ddf,00000000-0000-0000-0000-000000000001,org_admin,Settings,true,true,true,true,2026-04-07 05:29:10.513724+00,2026-04-07 05:29:10.513724+00
780b6402-f29e-426c-a0a7-3d886da9f91a,00000000-0000-0000-0000-000000000001,org_admin,analytics,true,true,true,true,2026-04-08 10:00:52.962265+00,2026-04-08 10:00:52.962265+00
c9182bea-4cfb-43de-91a6-f79d6a35a443,00000000-0000-0000-0000-000000000001,super_admin,analytics,true,true,true,true,2026-04-11 07:06:14.083282+00,2026-04-19 14:36:53.901+00
fefccdff-a377-4907-9745-ae96bd0abe4a,00000000-0000-0000-0000-000000000001,super_admin,availability,false,true,false,false,2026-04-19 16:01:18.125801+00,2026-04-19 16:01:18.125801+00
7a332eef-3596-40c4-ad4c-072e24bac651,00000000-0000-0000-0000-000000000001,tenant,tenant_lifecycle,false,true,false,false,2026-04-27 10:57:42.544546+00,2026-04-27 10:57:42.544546+00
82809d84-1472-42db-9895-292eb96e5953,00000000-0000-0000-0000-000000000001,tenant,tickets,false,true,false,false,2026-04-27 11:33:28.417565+00,2026-04-27 11:33:28.417565+00
e8f5bd3a-1b5b-4a4d-a8d3-69dfc49310d8,00000000-0000-0000-0000-000000000001,employee,availability,false,false,false,false,2026-04-27 13:31:39.192363+00,2026-04-27 13:31:39.192363+00
f7f5d4a7-1a4f-4560-9ff1-001e85d8d3f2,00000000-0000-0000-0000-000000000001,org_admin,availability,false,true,false,false,2026-04-27 13:31:39.192363+00,2026-04-27 13:31:39.192363+00
3fcd6fa3-20a1-47a3-8301-89f7efbb1f77,00000000-0000-0000-0000-000000000001,super_admin,market_ai,true,true,true,false,2026-05-13 16:22:25.217289+00,2026-05-13 16:22:25.217289+00
40a73ff1-08e6-4ed2-bc66-5733aa2025ed,00000000-0000-0000-0000-000000000001,org_admin,market_ai,true,true,true,false,2026-05-13 16:22:25.217289+00,2026-05-13 16:22:25.217289+00
0b78c05a-ed3d-48bf-b29f-c61db7b9fec3,00000000-0000-0000-0000-000000000001,property_manager,announcements,false,true,false,false,2026-06-08 11:30:30.562981+00,2026-06-08 11:30:30.562981+00
116f9311-b2fb-4bfe-b00c-9db3aae57dd9,00000000-0000-0000-0000-000000000001,accounts,exit_reconciliation,false,true,true,false,2026-06-08 15:42:28.029479+00,2026-06-08 15:42:28.029479+00
40f15ce1-693a-49b5-9da8-f9df2e621337,00000000-0000-0000-0000-000000000001,super_admin,exit_reconciliation,false,true,true,false,2026-06-08 15:42:28.029479+00,2026-06-08 15:42:28.029479+00
b85901f7-9c80-4aed-9a57-4fcf2209788d,00000000-0000-0000-0000-000000000001,org_admin,exit_reconciliation,false,true,true,false,2026-06-08 15:42:28.029479+00,2026-06-08 15:42:28.029479+00
db088394-6817-4ab6-aad2-9df14cc27e1d,00000000-0000-0000-0000-000000000001,viewer,Dashboard,false,true,false,false,2026-06-11 05:41:34.881138+00,2026-06-11 05:41:34.881138+00
c3ee6b11-d0e5-487a-98a4-ca1adbde57ee,00000000-0000-0000-0000-000000000001,viewer,Tickets,false,true,false,false,2026-06-11 05:41:35.954157+00,2026-06-11 05:41:35.954157+00
f59f336d-af47-4269-b084-2dcfbdcb3c08,00000000-0000-0000-0000-000000000001,viewer,Properties,false,true,false,false,2026-06-11 05:41:37.005761+00,2026-06-11 05:41:37.005761+00
8ac50261-a0eb-426a-9ef3-0288db45f229,00000000-0000-0000-0000-000000000001,viewer,Tenants,false,true,false,false,2026-06-11 05:41:38.030629+00,2026-06-11 05:41:38.030629+00
56ace548-6e65-4060-8169-e5549c6d165f,00000000-0000-0000-0000-000000000001,viewer,Assets,false,true,false,false,2026-06-11 05:41:38.589092+00,2026-06-11 05:41:38.589092+00
5a584e7b-24f8-4b83-a0df-f96658c12dee,00000000-0000-0000-0000-000000000001,viewer,Complaints,false,true,false,false,2026-06-11 05:41:39.153547+00,2026-06-11 05:41:39.153547+00
6232ad59-93fd-431d-a023-5ef9d0b7c8ac,00000000-0000-0000-0000-000000000001,viewer,Announcements,false,true,false,false,2026-06-11 05:41:39.68242+00,2026-06-11 05:41:39.68242+00
0e281b25-cbac-4375-a18a-1e24f1580666,00000000-0000-0000-0000-000000000001,viewer,Settings,false,true,false,false,2026-06-11 05:41:40.199774+00,2026-06-11 05:41:40.199774+00
7571770b-eafc-41d7-94db-7eda779de4cb,00000000-0000-0000-0000-000000000001,viewer,Team,false,true,false,false,2026-06-11 05:41:40.722225+00,2026-06-11 05:41:40.722225+00
a95a2e83-f329-48a6-b157-d3bec389e5cd,00000000-0000-0000-0000-000000000001,viewer,Reports,false,true,false,false,2026-06-11 05:41:41.244567+00,2026-06-11 05:41:41.244567+00
7065fd1b-d84a-4d92-a7b8-7dd58a54982c,00000000-0000-0000-0000-000000000001,viewer,Accounting,false,true,false,false,2026-06-11 05:41:41.756306+00,2026-06-11 05:41:41.756306+00
88889ce5-2d4e-49a6-8311-554d8ac7090f,00000000-0000-0000-0000-000000000001,viewer,Electricity,false,true,false,false,2026-06-11 05:41:42.287378+00,2026-06-11 05:41:42.287378+00
516eed6d-544c-4f2f-8633-33a102c302e0,00000000-0000-0000-0000-000000000001,viewer,Owners,false,true,false,false,2026-06-11 05:41:42.804081+00,2026-06-11 05:41:42.804081+00
fd9bb8dd-f3bc-4161-a506-12e04a79033d,00000000-0000-0000-0000-000000000001,viewer,Tenant Lifecycle,false,true,false,false,2026-06-11 05:41:43.312083+00,2026-06-11 05:41:43.312083+00
f83a6122-103d-4602-a86f-5a7b98686b99,00000000-0000-0000-0000-000000000001,viewer,Bulk Import,false,true,false,false,2026-06-11 05:41:43.833166+00,2026-06-11 05:41:43.833166+00
9c878041-7792-42f2-8350-888d7bf8a8b2,00000000-0000-0000-0000-000000000001,viewer,Analytics,false,true,false,false,2026-06-11 05:41:44.352112+00,2026-06-11 05:41:44.352112+00
c130cd52-0fb0-47e2-b731-a0aed6c1cd95,00000000-0000-0000-0000-000000000001,viewer,Availability,false,true,false,false,2026-06-11 05:41:44.85773+00,2026-06-11 05:41:44.85773+00
72a089ba-e51e-405d-a088-45af89078c8f,00000000-0000-0000-0000-000000000001,super_admin,assets,false,true,false,false,2026-06-18 07:05:34.214883+00,2026-06-18 07:05:35.327+00
343a1db1-3552-40c1-989c-7b38a0bc1079,00000000-0000-0000-0000-000000000001,technician,tickets,false,true,true,false,2026-06-29 09:46:12.137336+00,2026-06-29 09:46:42.263+00
43b78e22-b2e3-4714-91b4-1c790a0d2372,00000000-0000-0000-0000-000000000001,technician,dashboard,false,true,false,false,2026-06-29 09:47:07.309532+00,2026-06-29 09:47:07.309532+00
b2940df9-4d87-4eda-bac2-8388eba81582,00000000-0000-0000-0000-000000000001,technician,electricity,true,true,true,false,2026-06-29 09:47:14.271873+00,2026-06-29 09:47:32.377+00
0f34bb42-103a-4858-8704-fc616b1bc7a9,00000000-0000-0000-0000-000000000001,org_admin,email_delivery_log,false,true,false,false,2026-07-02 08:06:25.385279+00,2026-07-02 08:06:25.385279+00
1dc5b800-77cb-40ab-9a34-091e33874f48,00000000-0000-0000-0000-000000000001,property_manager,email_delivery_log,false,true,false,false,2026-07-02 08:06:25.385279+00,2026-07-02 08:06:25.385279+00
27eddde2-6611-4fd2-b75b-d4a45d36ef6c,00000000-0000-0000-0000-000000000001,super_admin,email_delivery_log,false,true,false,false,2026-07-02 08:06:25.385279+00,2026-07-02 08:06:25.385279+00
7531b942-cb0b-49fb-8bae-c4b72cde9d92,00000000-0000-0000-0000-000000000001,property_manager,whatsapp_delivery_log,false,true,true,false,2026-07-02 08:06:25.385279+00,2026-07-02 08:06:25.385279+00
d16fd8f2-ac1c-4ace-8de1-53603bbb396b,00000000-0000-0000-0000-000000000001,super_admin,whatsapp_delivery_log,false,true,true,false,2026-07-02 08:06:25.385279+00,2026-07-02 08:06:25.385279+00
ff7cb227-04bf-43d0-9750-cb06cf8da4e2,00000000-0000-0000-0000-000000000001,org_admin,whatsapp_delivery_log,false,true,true,false,2026-07-02 08:06:25.385279+00,2026-07-02 08:06:25.385279+00
d06992dd-9699-4ced-9981-c7b469de6fc9,00000000-0000-0000-0000-000000000001,super_admin,whatsapp_logs,true,true,true,true,2026-07-17 10:29:59.07131+00,2026-07-17 10:30:10.154+00
0fd82c65-45e3-405c-94f4-d523703ed6a3,00000000-0000-0000-0000-000000000001,property_manager,whatsapp_logs,false,true,false,false,2026-07-17 10:30:20.360311+00,2026-07-17 10:30:20.360311+00
2d53967e-1cb2-47f0-93d4-912eaf836358,00000000-0000-0000-0000-000000000001,org_admin,whatsapp_logs,false,true,true,false,2026-07-18 06:21:05.325752+00,2026-07-18 06:21:05.325752+00
